country;cumulative_total_cases;daily_new_cases;active_cases;cumulative_total_deaths;daily_new_deaths
Bosnia And Herzegovina;272798.0;0.0;68124.0;12456.0;0.0
Bosnia And Herzegovina;272798.0;0.0;68124.0;12456.0;0.0
Bosnia And Herzegovina;274219.0;1421.0;69446.0;12555.0;99.0
Bosnia And Herzegovina;275065.0;846.0;70261.0;12586.0;31.0
Bosnia And Herzegovina;275965.0;900.0;71119.0;12628.0;42.0
Bosnia And Herzegovina;276548.0;583.0;71672.0;12658.0;30.0
Bosnia And Herzegovina;277228.0;680.0;72323.0;12687.0;29.0
Bosnia And Herzegovina;278081.0;853.0;73148.0;12715.0;28.0
Bosnia And Herzegovina;278244.0;163.0;73299.0;12727.0;12.0
Bosnia And Herzegovina;278511.0;267.0;73513.0;12780.0;53.0
Bosnia And Herzegovina;279179.0;668.0;74147.0;12814.0;34.0
Bosnia And Herzegovina;279820.0;641.0;74748.0;12854.0;40.0
Bosnia And Herzegovina;280469.0;649.0;75369.0;12882.0;28.0
Bosnia And Herzegovina;280980.0;511.0;75848.0;12914.0;32.0
Bosnia And Herzegovina;281519.0;539.0;76352.0;12949.0;35.0
Bosnia And Herzegovina;281628.0;109.0;76449.0;12961.0;12.0
Bosnia And Herzegovina;281903.0;275.0;76686.0;12999.0;38.0
Bosnia And Herzegovina;282587.0;684.0;77341.0;13028.0;29.0
Bosnia And Herzegovina;283109.0;522.0;77827.0;13064.0;36.0
Bosnia And Herzegovina;283784.0;675.0;78475.0;13091.0;27.0
Bosnia And Herzegovina;284272.0;488.0;78933.0;13121.0;30.0
Bosnia And Herzegovina;284768.0;496.0;79407.0;13143.0;22.0
Bosnia And Herzegovina;284893.0;125.0;79520.0;13155.0;12.0
Bosnia And Herzegovina;285133.0;240.0;79727.0;13188.0;33.0
Bosnia And Herzegovina;285724.0;591.0;80302.0;13204.0;16.0
Bosnia And Herzegovina;286276.0;552.0;80834.0;13224.0;20.0
Bosnia And Herzegovina;286792.0;516.0;81331.0;13243.0;19.0
Bosnia And Herzegovina;287276.0;484.0;81789.0;13269.0;26.0
Bosnia And Herzegovina;287366.0;90.0;81853.0;13295.0;26.0
Bosnia And Herzegovina;287808.0;442.0;82282.0;13308.0;13.0
Bosnia And Herzegovina;288128.0;320.0;82585.0;13325.0;17.0
Bosnia And Herzegovina;288876.0;748.0;83293.0;13365.0;40.0
Bosnia And Herzegovina;289676.0;800.0;84061.0;13397.0;32.0
Bosnia And Herzegovina;290471.0;795.0;84825.0;13428.0;31.0
Bosnia And Herzegovina;291313.0;842.0;85653.0;13442.0;14.0
Bosnia And Herzegovina;292010.0;697.0;86334.0;13458.0;16.0
Bosnia And Herzegovina;292655.0;645.0;86964.0;13473.0;15.0
Bosnia And Herzegovina;293077.0;422.0;87369.0;13490.0;17.0
Bosnia And Herzegovina;293684.0;607.0;87949.0;13517.0;27.0
Bosnia And Herzegovina;295240.0;1556.0;89475.0;13547.0;30.0
Brazil;6918.0;1169.0;6548.0;242.0;41.0
Brazil;8088.0;1170.0;7636.0;324.0;82.0
Brazil;9244.0;1156.0;8753.0;363.0;39.0
Brazil;10416.0;1172.0;9843.0;445.0;82.0
Brazil;11314.0;898.0;10700.0;486.0;41.0
Brazil;12248.0;934.0;11556.0;564.0;78.0
Brazil;14109.0;1861.0;13295.0;686.0;122.0
Brazil;16276.0;2167.0;15328.0;820.0;134.0
Brazil;18244.0;1968.0;17116.0;954.0;134.0
Brazil;19897.0;1653.0;18655.0;1068.0;114.0
Brazil;21076.0;1179.0;19762.0;1140.0;72.0
Brazil;22313.0;1237.0;20916.0;1223.0;83.0
Brazil;23558.0;1245.0;22056.0;1328.0;105.0
Brazil;25400.0;1842.0;9798.0;1532.0;204.0
Brazil;28767.0;3367.0;12940.0;1757.0;225.0
Brazil;30852.0;2085.0;14835.0;1947.0;190.0
Brazil;33868.0;3016.0;17657.0;2141.0;194.0
Brazil;36925.0;3057.0;20494.0;2361.0;220.0
Brazil;38868.0;1943.0;14207.0;2462.0;101.0
Brazil;40969.0;2101.0;16183.0;2587.0;125.0
Brazil;43319.0;2350.0;16177.0;2741.0;154.0
Brazil;46011.0;2692.0;17707.0;2906.0;165.0
Brazil;49768.0;3757.0;19798.0;3313.0;407.0
Brazil;53290.0;3522.0;21878.0;3670.0;357.0
Brazil;59526.0;6236.0;26229.0;4045.0;375.0
Brazil;63209.0;3683.0;28690.0;4271.0;226.0
Brazil;66871.0;3662.0;31086.0;4543.0;272.0
Brazil;73305.0;6434.0;35594.0;5063.0;520.0
Brazil;79803.0;6498.0;40051.0;5511.0;448.0
Brazil;85855.0;6052.0;43905.0;5901.0;390.0
Brazil;92622.0;6767.0;48052.0;6410.0;509.0
Brazil;97096.0;4474.0;49279.0;6750.0;340.0
Brazil;101710.0;4614.0;51558.0;7025.0;275.0
Brazil;108869.0;7159.0;55566.0;7343.0;318.0
Brazil;115354.0;6485.0;59060.0;7921.0;578.0
Brazil;127317.0;11963.0;67198.0;8588.0;667.0
Brazil;136449.0;9132.0;71738.0;9188.0;600.0
Brazil;146706.0;10257.0;77232.0;9992.0;804.0
Brazil;156932.0;10226.0;84399.0;10656.0;664.0
Brazil;163607.0;6675.0;87325.0;11123.0;467.0
Brazil;170087.0;6480.0;90869.0;11625.0;502.0
Brazil;178593.0;8506.0;93367.0;12404.0;779.0
Brazil;190213.0;11620.0;98388.0;13158.0;754.0
Brazil;204051.0;13838.0;110333.0;13993.0;835.0
Brazil;219441.0;15390.0;119391.0;14817.0;824.0
Brazil;234443.0;15002.0;128860.0;15633.0;816.0
Brazil;242426.0;7983.0;131895.0;16118.0;485.0
Brazil;256794.0;14368.0;139171.0;16853.0;735.0
Brazil;273403.0;16609.0;148295.0;17983.0;1130.0
Brazil;294995.0;21592.0;159057.0;18894.0;911.0
Brazil;312657.0;17662.0;166225.0;20082.0;1188.0
Brazil;332738.0;20081.0;175841.0;21048.0;966.0
Brazil;349338.0;16600.0;184297.0;22013.0;965.0
Brazil;365649.0;16311.0;192558.0;22716.0;703.0
Brazil;378773.0;13124.0;200942.0;23522.0;806.0
Brazil;394551.0;15778.0;210918.0;24549.0;1027.0
Brazil;416976.0;22425.0;224116.0;25697.0;1148.0
Brazil;441262.0;24286.0;220719.0;26764.0;1067.0
Brazil;470953.0;29691.0;249230.0;27944.0;1180.0
Brazil;501223.0;30270.0;266382.0;28834.0;890.0
Brazil;517724.0;16501.0;281216.0;29314.0;480.0
Brazil;532362.0;14638.0;290583.0;30046.0;732.0
Brazil;559777.0;27415.0;287127.0;31278.0;1232.0
Brazil;587242.0;27465.0;287739.0;32547.0;1269.0
Brazil;619310.0;32068.0;309422.0;34039.0;1492.0
Brazil;649614.0;30304.0;325020.0;35047.0;1008.0
Brazil;677349.0;27735.0;338371.0;35957.0;910.0
Brazil;695828.0;18479.0;356308.0;36499.0;542.0
Brazil;714858.0;19030.0;350934.0;37312.0;813.0
Brazil;746229.0;31371.0;381120.0;38497.0;1185.0
Brazil;779514.0;33285.0;358238.0;39797.0;1300.0
Brazil;810149.0;30635.0;371169.0;41058.0;1261.0
Brazil;834538.0;24389.0;394715.0;41901.0;843.0
Brazil;855549.0;21011.0;383822.0;42791.0;890.0
Brazil;872730.0;17181.0;390473.0;43389.0;598.0
Brazil;896536.0;23806.0;397444.0;44118.0;729.0
Brazil;934023.0;37487.0;422353.0;45456.0;1338.0
Brazil;965674.0;31651.0;413942.0;46665.0;1209.0
Brazil;988853.0;23179.0;435917.0;47869.0;1204.0
Brazil;1044371.0;55518.0;473309.0;49090.0;1221.0
Brazil;1076118.0;31747.0;481191.0;50058.0;968.0
Brazil;1093063.0;16945.0;461384.0;50659.0;601.0
Brazil;1117557.0;24494.0;485130.0;51407.0;748.0
Brazil;1157912.0;40355.0;489896.0;52771.0;1364.0
Brazil;1199135.0;41223.0;493339.0;53874.0;1103.0
Brazil;1240036.0;40901.0;533060.0;55054.0;1180.0
Brazil;1287206.0;47170.0;531409.0;56109.0;1055.0
Brazil;1323294.0;36088.0;548067.0;57103.0;994.0
Brazil;1352771.0;29477.0;558991.0;57658.0;555.0
Brazil;1378146.0;25375.0;559952.0;58385.0;727.0
Brazil;1416355.0;38209.0;564211.0;59656.0;1271.0
Brazil;1461490.0;45135.0;571349.0;60713.0;1057.0
Brazil;1509742.0;48252.0;528766.0;61990.0;1277.0
Brazil;1551965.0;42223.0;539864.0;63254.0;1264.0
Brazil;1587196.0;35231.0;541183.0;64365.0;1111.0
Brazil;1613552.0;26356.0;567004.0;64900.0;535.0
Brazil;1635158.0;21606.0;587954.0;65556.0;656.0
Brazil;1684014.0;48856.0;541594.0;66868.0;1312.0
Brazil;1725787.0;41773.0;536345.0;68055.0;1187.0
Brazil;1768934.0;43147.0;543640.0;69254.0;1199.0
Brazil;1814422.0;45488.0;554626.0;70524.0;1270.0
Brazil;1851100.0;36678.0;562334.0;71492.0;968.0
Brazil;1876605.0;25505.0;587180.0;72151.0;659.0
Brazil;1898510.0;21905.0;608315.0;72921.0;770.0
Brazil;1941996.0;43486.0;650460.0;74262.0;1341.0
Brazil;1981923.0;39927.0;646944.0;75523.0;1261.0
Brazil;2025997.0;44074.0;578164.0;76822.0;1299.0
Brazil;2060146.0;34149.0;611203.0;77932.0;1110.0
Brazil;2086843.0;26697.0;637015.0;78817.0;885.0
Brazil;2111631.0;24788.0;656620.0;79533.0;716.0
Brazil;2133501.0;21870.0;639682.0;80251.0;718.0
Brazil;2178639.0;45138.0;626530.0;81597.0;1346.0
Brazil;2244342.0;65703.0;624567.0;82890.0;1293.0
Brazil;2302746.0;58404.0;643437.0;84207.0;1317.0
Brazil;2361320.0;58574.0;678721.0;85385.0;1178.0
Brazil;2409823.0;48503.0;700836.0;86496.0;1111.0
Brazil;2433421.0;23598.0;707032.0;87052.0;556.0
Brazil;2457131.0;23710.0;696619.0;87679.0;627.0
Brazil;2498530.0;41399.0;683003.0;88634.0;955.0
Brazil;2569795.0;71265.0;686651.0;90188.0;1554.0
Brazil;2628391.0;58596.0;707269.0;91377.0;1189.0
Brazil;2681193.0;52802.0;698738.0;92568.0;1191.0
Brazil;2724008.0;42815.0;740505.0;93616.0;1048.0
Brazil;2748948.0;24940.0;764931.0;94130.0;514.0
Brazil;2767037.0;18089.0;754092.0;94702.0;572.0
Brazil;2823763.0;56726.0;750795.0;96096.0;1394.0
Brazil;2878753.0;54990.0;754438.0;97418.0;1322.0
Brazil;2933860.0;55107.0;781212.0;98644.0;1226.0
Brazil;2983639.0;49779.0;809135.0;99702.0;1058.0
Brazil;3030203.0;46564.0;828879.0;100543.0;841.0
Brazil;3052540.0;22337.0;826381.0;101136.0;593.0
Brazil;3074550.0;22010.0;802178.0;101857.0;721.0
Brazil;3129780.0;55230.0;776608.0;103099.0;1242.0
Brazil;3188185.0;58405.0;767290.0;104263.0;1164.0
Brazil;3247663.0;59478.0;778158.0;105564.0;1301.0
Brazil;3297211.0;49548.0;798951.0;106571.0;1007.0
Brazil;3336366.0;39155.0;817348.0;107297.0;726.0
Brazil;3358855.0;22489.0;810984.0;107879.0;582.0
Brazil;3382022.0;23167.0;787196.0;108654.0;775.0
Brazil;3430931.0;48909.0;758821.0;110019.0;1365.0
Brazil;3479744.0;48813.0;745200.0;111189.0;1170.0
Brazil;3524678.0;44934.0;750629.0;112423.0;1234.0
Brazil;3556244.0;31566.0;763762.0;113454.0;1031.0
Brazil;3602712.0;46468.0;770404.0;114277.0;823.0
Brazil;3625926.0;23214.0;793123.0;114772.0;495.0
Brazil;3647480.0;21554.0;744713.0;115451.0;679.0
Brazil;3694702.0;47222.0;720818.0;116666.0;1215.0
Brazil;3742797.0;48095.0;707183.0;117756.0;1090.0
Brazil;3785524.0;42727.0;710419.0;118726.0;970.0
Brazil;3833905.0;48381.0;728294.0;119594.0;868.0
Brazil;3868457.0;34552.0;731833.0;120498.0;904.0
Brazil;3883888.0;15431.0;722042.0;120896.0;398.0
Brazil;3932750.0;48862.0;703905.0;121515.0;619.0
Brazil;3974873.0;42123.0;683309.0;122681.0;1166.0
Brazil;4023777.0;48904.0;679527.0;123899.0;1218.0
Brazil;4068755.0;44978.0;686354.0;124729.0;830.0
Brazil;4114661.0;45906.0;700677.0;125584.0;855.0
Brazil;4146034.0;31373.0;712888.0;126230.0;646.0
Brazil;4160722.0;14688.0;706532.0;126686.0;456.0
Brazil;4170968.0;10246.0;678007.0;127001.0;315.0
Brazil;4188394.0;17426.0;653118.0;127517.0;516.0
Brazil;4222793.0;34399.0;630106.0;128653.0;1136.0
Brazil;4263450.0;40657.0;625704.0;129575.0;922.0
Brazil;4307911.0;44461.0;635845.0;130474.0;899.0
Brazil;4339969.0;32058.0;644267.0;131274.0;800.0
Brazil;4354648.0;14679.0;637957.0;131663.0;389.0
Brazil;4373843.0;19195.0;617350.0;132117.0;454.0
Brazil;4408792.0;34949.0;593085.0;133207.0;1090.0
Brazil;4446388.0;37596.0;580377.0;134174.0;967.0
Brazil;4482345.0;35957.0;582606.0;135031.0;857.0
Brazil;4522559.0;40214.0;585826.0;135857.0;826.0
Brazil;4553645.0;31086.0;585152.0;136565.0;708.0
Brazil;4570018.0;16373.0;569966.0;136895.0;330.0
Brazil;4585558.0;15540.0;548968.0;137350.0;455.0
Brazil;4621007.0;35449.0;524999.0;138159.0;809.0
Brazil;4653634.0;32627.0;509314.0;139065.0;906.0
Brazil;4685942.0;32308.0;509805.0;139883.0;818.0
Brazil;4718795.0;32853.0;524619.0;140709.0;826.0
Brazil;4744473.0;25678.0;539647.0;141441.0;732.0
Brazil;4758746.0;14273.0;544306.0;141776.0;335.0
Brazil;4774854.0;16108.0;535860.0;142161.0;385.0
Brazil;4807022.0;32168.0;516115.0;143010.0;849.0
Brazil;4840477.0;33455.0;503190.0;143962.0;952.0
Brazil;4876320.0;35843.0;505731.0;144767.0;805.0
Brazil;4909505.0;33185.0;518370.0;145431.0;664.0
Brazil;4934245.0;24740.0;526500.0;146011.0;580.0
Brazil;4942748.0;8503.0;519960.0;146375.0;364.0
Brazil;4968099.0;25351.0;512720.0;146773.0;398.0
Brazil;4998723.0;30624.0;484799.0;147571.0;798.0
Brazil;5030302.0;31579.0;476972.0;148304.0;733.0
Brazil;5057635.0;27333.0;480363.0;149034.0;730.0
Brazil;5085441.0;27806.0;488421.0;149692.0;658.0
Brazil;5120285.0;34844.0;502532.0;150236.0;544.0
Brazil;5123442.0;3157.0;488926.0;150506.0;270.0
Brazil;5131918.0;8476.0;472017.0;150709.0;203.0
Brazil;5143397.0;11479.0;451337.0;151063.0;354.0
Brazil;5170221.0;26824.0;435477.0;151779.0;716.0
Brazil;5199884.0;29663.0;433678.0;152513.0;734.0
Brazil;5230629.0;30745.0;443531.0;153229.0;716.0
Brazil;5253549.0;22920.0;450186.0;153690.0;461.0
Brazil;5264592.0;11043.0;446253.0;153905.0;215.0
Brazil;5280463.0;15871.0;430076.0;154226.0;321.0
Brazil;5304285.0;23822.0;413179.0;154888.0;662.0
Brazil;5330262.0;25977.0;403581.0;155459.0;571.0
Brazil;5362425.0;32163.0;406344.0;155962.0;503.0
Brazil;5385570.0;23145.0;416309.0;156528.0;566.0
Brazil;5411286.0;25716.0;421539.0;156926.0;398.0
Brazil;5424262.0;12976.0;416205.0;157163.0;237.0
Brazil;5441781.0;17519.0;403328.0;157451.0;288.0
Brazil;5471298.0;29517.0;394081.0;157981.0;530.0
Brazil;5500311.0;29013.0;392010.0;158468.0;487.0
Brazil;5527107.0;26796.0;398569.0;159033.0;565.0
Brazil;5550362.0;23255.0;409152.0;159562.0;529.0
Brazil;5566529.0;16167.0;418325.0;159902.0;340.0
Brazil;5576685.0;10156.0;420210.0;160104.0;202.0
Brazil;5585233.0;8548.0;428590.0;160272.0;168.0
Brazil;5598225.0;12992.0;393885.0;160548.0;276.0
Brazil;5622173.0;23948.0;380971.0;161170.0;622.0
Brazil;5645620.0;23447.0;403809.0;161779.0;609.0
Brazil;5663969.0;18349.0;421902.0;162035.0;256.0
Brazil;5685143.0;21174.0;442825.0;162286.0;251.0
Brazil;5695756.0;10613.0;453327.0;162397.0;111.0
Brazil;5707472.0;11716.0;464802.0;162638.0;241.0
Brazil;5733131.0;25659.0;490257.0;162842.0;204.0
Brazil;5781122.0;47991.0;537684.0;163406.0;564.0
Brazil;5815956.0;34834.0;378573.0;164332.0;926.0
Brazil;5852006.0;36050.0;403175.0;164946.0;614.0
Brazil;5881634.0;29628.0;408058.0;165673.0;727.0
Brazil;5895846.0;14212.0;422132.0;165811.0;138.0
Brazil;5909569.0;13723.0;404608.0;166067.0;256.0
Brazil;5944782.0;35213.0;399837.0;166743.0;676.0
Brazil;5980627.0;35845.0;406569.0;167497.0;754.0
Brazil;6016513.0;35886.0;424121.0;168141.0;644.0
Brazil;6053795.0;37282.0;446233.0;168662.0;521.0
Brazil;6086599.0;32804.0;471606.0;169016.0;354.0
Brazil;6105318.0;18719.0;486787.0;169197.0;181.0
Brazil;6122014.0;16696.0;490510.0;169541.0;344.0
Brazil;6155646.0;33632.0;492485.0;170179.0;638.0
Brazil;6201349.0;45703.0;500625.0;170799.0;620.0
Brazil;6239232.0;37883.0;522009.0;171497.0;698.0
Brazil;6273200.0;33968.0;547527.0;171998.0;501.0
Brazil;6325413.0;52213.0;573006.0;172637.0;639.0
Brazil;6350018.0;24605.0;581773.0;172848.0;211.0
Brazil;6371676.0;21658.0;579354.0;173165.0;317.0
Brazil;6424215.0;52539.0;576333.0;173862.0;697.0
Brazil;6472608.0;48393.0;582072.0;174531.0;669.0
Brazil;6523757.0;51149.0;605706.0;175307.0;776.0
Brazil;6571456.0;47699.0;633312.0;175981.0;674.0
Brazil;6613918.0;42462.0;658067.0;176641.0;660.0
Brazil;6640428.0;26510.0;669391.0;176962.0;321.0
Brazil;6665090.0;24662.0;668665.0;177388.0;426.0
Brazil;6713207.0;48117.0;662178.0;178184.0;796.0
Brazil;6767713.0;54506.0;668889.0;179032.0;848.0
Brazil;6821437.0;53724.0;691484.0;179801.0;769.0
Brazil;6874502.0;53065.0;720858.0;180453.0;652.0
Brazil;6919031.0;44529.0;749689.0;181143.0;690.0
Brazil;6940546.0;21515.0;757640.0;181419.0;276.0
Brazil;6968119.0;27573.0;751452.0;181945.0;526.0
Brazil;7013218.0;45099.0;743704.0;182854.0;909.0
Brazil;7082037.0;68819.0;746534.0;183822.0;968.0
Brazil;7151253.0;69216.0;769537.0;184876.0;1054.0
Brazil;7203930.0;52677.0;800857.0;185687.0;811.0
Brazil;7253447.0;49517.0;825050.0;186356.0;669.0
Brazil;7279034.0;25587.0;827111.0;186773.0;417.0
Brazil;7304798.0;25764.0;811019.0;187322.0;549.0
Brazil;7360908.0;56110.0;797963.0;188285.0;963.0
Brazil;7407825.0;46917.0;793361.0;189264.0;979.0
Brazil;7467069.0;59244.0;807233.0;190032.0;768.0
Brazil;7490164.0;23095.0;820302.0;190515.0;483.0
Brazil;7507506.0;17342.0;821163.0;190815.0;300.0
Brazil;7526088.0;18582.0;799386.0;191146.0;331.0
Brazil;7548820.0;22732.0;767929.0;191641.0;495.0
Brazil;7606366.0;57546.0;745516.0;192716.0;1075.0
Brazil;7662531.0;56165.0;740028.0;193940.0;1224.0
Brazil;7718847.0;56316.0;755903.0;194976.0;1036.0
Brazil;7743765.0;24918.0;771109.0;195441.0;465.0
Brazil;7759867.0;16102.0;773734.0;195742.0;301.0
Brazil;7777489.0;17622.0;747357.0;196018.0;276.0
Brazil;7798600.0;21111.0;705480.0;196591.0;573.0
Brazil;7856503.0;57903.0;673746.0;197777.0;1186.0
Brazil;7919513.0;63010.0;662140.0;199043.0;1266.0
Brazil;8007233.0;87720.0;687817.0;200498.0;1455.0
Brazil;8061922.0;54689.0;723864.0;201542.0;1044.0
Brazil;8122467.0;60545.0;753665.0;202657.0;1115.0
Brazil;8152594.0;30127.0;759596.0;203140.0;483.0
Brazil;8180965.0;28371.0;747534.0;203617.0;477.0
Brazil;8243244.0;62279.0;742275.0;204726.0;1109.0
Brazil;8305541.0;62297.0;799790.0;206009.0;1283.0
Brazil;8374702.0;69161.0;805098.0;207160.0;1151.0
Brazil;8443342.0;68640.0;850864.0;208291.0;1131.0
Brazil;8506272.0;62930.0;885245.0;209350.0;1059.0
Brazil;8538008.0;31736.0;893522.0;209868.0;518.0
Brazil;8562458.0;24450.0;876994.0;210328.0;460.0
Brazil;8626444.0;63986.0;872791.0;211511.0;1183.0
Brazil;8691055.0;64611.0;890102.0;212893.0;1382.0
Brazil;8751468.0;60413.0;933011.0;214228.0;1335.0
Brazil;8807233.0;55765.0;973632.0;215299.0;1071.0
Brazil;8868826.0;61593.0;1000277.0;216475.0;1176.0
Brazil;8897501.0;28675.0;1002936.0;217081.0;606.0
Brazil;8926194.0;28693.0;974993.0;217712.0;631.0
Brazil;8990303.0;64109.0;948567.0;218918.0;1206.0
Brazil;9054682.0;64379.0;1011627.0;220237.0;1319.0
Brazil;9115451.0;60769.0;945431.0;221676.0;1439.0
Brazil;9174603.0;59152.0;966521.0;222775.0;1099.0
Brazil;9232557.0;57954.0;985559.0;223971.0;1196.0
Brazil;9260640.0;28083.0;984194.0;224534.0;563.0
Brazil;9286241.0;25601.0;958103.0;225143.0;609.0
Brazil;9342932.0;56691.0;930335.0;226383.0;1240.0
Brazil;9397036.0;54104.0;907060.0;227592.0;1209.0
Brazil;9455342.0;58306.0;909006.0;228883.0;1291.0
Brazil;9507090.0;51748.0;924366.0;230127.0;1244.0
Brazil;9556215.0;49125.0;935556.0;231069.0;942.0
Brazil;9583383.0;27168.0;928618.0;231561.0;492.0
Brazil;9609362.0;25979.0;903295.0;232248.0;687.0
Brazil;9661526.0;52164.0;878067.0;233588.0;1340.0
Brazil;9722265.0;60739.0;864555.0;234945.0;1357.0
Brazil;9776699.0;54434.0;869827.0;236397.0;1452.0
Brazil;9826516.0;49817.0;883699.0;237601.0;1204.0
Brazil;9872482.0;45966.0;896005.0;238647.0;1046.0
Brazil;9896047.0;23565.0;884232.0;239294.0;647.0
Brazil;9928590.0;32543.0;856173.0;239895.0;601.0
Brazil;9984307.0;55717.0;832608.0;240983.0;1088.0
Brazil;10042057.0;57750.0;821695.0;242178.0;1195.0
Brazil;10093836.0;51779.0;827107.0;243610.0;1432.0
Brazil;10145331.0;51495.0;843239.0;244955.0;1345.0
Brazil;10203242.0;57911.0;861199.0;246006.0;1051.0
Brazil;10232600.0;29358.0;862374.0;246560.0;554.0
Brazil;10262291.0;29691.0;847481.0;247276.0;716.0
Brazil;10325862.0;63571.0;833497.0;248646.0;1370.0
Brazil;10391739.0;65877.0;831883.0;250079.0;1433.0
Brazil;10460119.0;68380.0;855871.0;251661.0;1582.0
Brazil;10524511.0;64392.0;886558.0;252988.0;1327.0
Brazil;10584414.0;59903.0;914625.0;254263.0;1275.0
Brazil;10618795.0;34381.0;923582.0;255018.0;755.0
Brazil;10657517.0;38722.0;915277.0;255836.0;818.0
Brazil;10716214.0;58697.0;901957.0;257562.0;1726.0
Brazil;10791120.0;74906.0;910406.0;259402.0;1840.0
Brazil;10865935.0;74815.0;937865.0;261188.0;1786.0
Brazil;10941806.0;75871.0;977479.0;262948.0;1760.0
Brazil;11009783.0;67977.0;1010915.0;264446.0;1498.0
Brazil;11090361.0;80578.0;1037449.0;265500.0;1054.0
Brazil;11126860.0;36499.0;1047614.0;266614.0;1114.0
Brazil;11196906.0;70046.0;1054620.0;268568.0;1954.0
Brazil;11278419.0;81513.0;1063044.0;270917.0;2349.0
Brazil;11357263.0;78844.0;1094715.0;273124.0;2207.0
Brazil;11441882.0;84619.0;1134636.0;275276.0;2152.0
Brazil;11513331.0;71449.0;1168067.0;277216.0;1940.0
Brazil;11557849.0;44518.0;1184530.0;278327.0;1111.0
Brazil;11600346.0;42497.0;1177457.0;279602.0;1275.0
Brazil;11685042.0;84696.0;1166481.0;282400.0;2798.0
Brazil;11776473.0;91431.0;1172404.0;285136.0;2736.0
Brazil;11864228.0;87755.0;1204963.0;287795.0;2659.0
Brazil;11954232.0;90004.0;1248073.0;290525.0;2730.0
Brazil;12028207.0;73975.0;1283673.0;292856.0;2331.0
Brazil;12076395.0;48188.0;1299968.0;294115.0;1259.0
Brazil;12130220.0;53825.0;1293982.0;295685.0;1570.0
Brazil;12215792.0;85572.0;1282443.0;298843.0;3158.0
Brazil;12306956.0;91164.0;1283102.0;301087.0;2244.0
Brazil;12405173.0;98217.0;1295521.0;303726.0;2639.0
Brazil;12488296.0;83123.0;1323338.0;307326.0;3600.0
Brazil;12571902.0;83606.0;1347872.0;310694.0;3368.0
Brazil;12616627.0;44725.0;1357575.0;312299.0;1605.0
Brazil;12659684.0;43057.0;1342183.0;314268.0;1969.0
Brazil;12746971.0;87287.0;1320240.0;317936.0;3668.0
Brazil;12836765.0;89794.0;1310334.0;321886.0;3950.0
Brazil;12926819.0;90054.0;1327339.0;325559.0;3673.0
Brazil;12996990.0;70171.0;1357058.0;328366.0;2807.0
Brazil;13038593.0;41603.0;1367521.0;330297.0;1931.0
Brazil;13070294.0;31701.0;1346053.0;331530.0;1233.0
Brazil;13108899.0;38605.0;1304123.0;333153.0;1623.0
Brazil;13192334.0;83435.0;1260372.0;337364.0;4211.0
Brazil;13283909.0;91575.0;1242513.0;341097.0;3733.0
Brazil;13373796.0;89887.0;1259964.0;345287.0;4190.0
Brazil;13463479.0;89683.0;1286123.0;348934.0;3647.0
Brazil;13533580.0;70101.0;1306866.0;351469.0;2535.0
Brazil;13571487.0;37907.0;1300579.0;353293.0;1824.0
Brazil;13610728.0;39241.0;1261581.0;355031.0;1738.0
Brazil;13691440.0;80712.0;1220511.0;358718.0;3687.0
Brazil;13767975.0;76535.0;1197314.0;362180.0;3462.0
Brazil;13849061.0;81086.0;1208899.0;365954.0;3774.0
Brazil;13925847.0;76786.0;1219853.0;369024.0;3070.0
Brazil;13992131.0;66284.0;1237132.0;371889.0;2865.0
Brazil;14035461.0;43330.0;1232027.0;373442.0;1553.0
Brazil;14070459.0;34998.0;1196091.0;375049.0;1607.0
Brazil;14144155.0;73696.0;1165017.0;378530.0;3481.0
Brazil;14216584.0;72429.0;1149584.0;381687.0;3157.0
Brazil;14266349.0;49765.0;1169540.0;383757.0;2070.0
Brazil;14332813.0;66464.0;1195705.0;386623.0;2866.0
Brazil;14403429.0;70616.0;1207494.0;389609.0;2986.0
Brazil;14436349.0;32920.0;1196569.0;390925.0;1316.0
Brazil;14466353.0;30004.0;1155195.0;392204.0;1279.0
Brazil;14542975.0;76622.0;1114955.0;395324.0;3120.0
Brazil;14620783.0;77808.0;1090164.0;398343.0;3019.0
Brazil;14690369.0;69586.0;1096085.0;401417.0;3074.0
Brazil;14764053.0;73684.0;1124347.0;404287.0;2870.0
Brazil;14824623.0;60570.0;1134363.0;406565.0;2278.0
Brazil;14853980.0;29357.0;1126346.0;407775.0;1210.0
Brazil;14890959.0;36979.0;1104334.0;408829.0;1054.0
Brazil;14960936.0;69977.0;1064436.0;411854.0;3025.0
Brazil;15037214.0;76278.0;1051079.0;414645.0;2791.0
Brazil;15110385.0;73171.0;1059765.0;417176.0;2531.0
Brazil;15189359.0;78974.0;1087226.0;419393.0;2217.0
Brazil;15253198.0;63839.0;1111668.0;421484.0;2091.0
Brazil;15287805.0;34607.0;1108761.0;422418.0;934.0
Brazil;15317469.0;29664.0;1092278.0;423436.0;1018.0
Brazil;15389093.0;71624.0;1073288.0;425711.0;2275.0
Brazil;15466361.0;77268.0;1070746.0;428256.0;2545.0
Brazil;15542125.0;75764.0;1088887.0;430596.0;2340.0
Brazil;15627275.0;85150.0;1122670.0;432785.0;2189.0
Brazil;15697173.0;69898.0;1156355.0;434852.0;2067.0
Brazil;15734492.0;37319.0;1157704.0;435823.0;971.0
