country;cumulative_total_cases;daily_new_cases;active_cases;cumulative_total_deaths;daily_new_deaths
Netherlands;2003050.0;1703.0;61993.0;18170.0;2.0
Netherlands;2004763.0;1713.0;60875.0;18176.0;6.0
Netherlands;2006421.0;1658.0;59761.0;18181.0;5.0
Netherlands;2008024.0;1603.0;58828.0;18182.0;1.0
Netherlands;2009648.0;1624.0;57760.0;18184.0;2.0
Netherlands;2011530.0;1882.0;57290.0;18191.0;7.0
Netherlands;2013425.0;1895.0;57074.0;18194.0;3.0
Netherlands;2016171.0;2746.0;57361.0;18200.0;6.0
Netherlands;2018932.0;2761.0;57345.0;18202.0;2.0
Netherlands;2021433.0;2501.0;57484.0;18204.0;2.0
Netherlands;2023691.0;2258.0;57057.0;18204.0;0.0
Netherlands;2026402.0;2711.0;57565.0;18209.0;5.0
Netherlands;2029289.0;2887.0;58369.0;18215.0;6.0
Netherlands;2033005.0;3716.0;60340.0;18227.0;12.0
Netherlands;2036628.0;3623.0;61962.0;18231.0;4.0
Netherlands;2040337.0;3709.0;63315.0;18237.0;6.0
Netherlands;2044039.0;3702.0;64920.0;18242.0;5.0
Netherlands;2047711.0;3672.0;66453.0;18248.0;6.0
Netherlands;2051065.0;3354.0;67811.0;18250.0;2.0
Netherlands;2054960.0;3895.0;70032.0;18263.0;13.0
Netherlands;2059534.0;4574.0;73283.0;18273.0;10.0
Netherlands;2064729.0;5195.0;76817.0;18280.0;7.0
Netherlands;2070597.0;5868.0;80782.0;18290.0;10.0
Netherlands;2076273.0;5676.0;84622.0;18313.0;23.0
Netherlands;2082563.0;6290.0;89253.0;18314.0;1.0
Netherlands;2087859.0;5296.0;92952.0;18320.0;6.0
Netherlands;2093606.0;5747.0;97088.0;18340.0;20.0
Netherlands;2100866.0;7260.0;102965.0;18356.0;16.0
Netherlands;2108549.0;7683.0;108942.0;18371.0;15.0
Netherlands;2115938.0;7389.0;114578.0;18384.0;13.0
Netherlands;2123880.0;7942.0;120817.0;18397.0;13.0
Netherlands;2132052.0;8172.0;127275.0;18411.0;14.0
Netherlands;2139746.0;7694.0;133313.0;18423.0;12.0
Netherlands;2147473.0;7727.0;139431.0;18441.0;18.0
Netherlands;2156582.0;9109.0;146901.0;18474.0;33.0
Netherlands;2166796.0;10214.0;155243.0;18497.0;23.0
Netherlands;2177707.0;10911.0;164262.0;18517.0;20.0
Netherlands;2189661.0;11954.0;173454.0;18553.0;36.0
Netherlands;2201010.0;11349.0;182070.0;18561.0;8.0
Netherlands;2212814.0;11804.0;191359.0;18583.0;22.0
Netherlands;2224096.0;11282.0;200376.0;18612.0;29.0
Netherlands;2236744.0;12648.0;210317.0;18637.0;25.0
Netherlands;2253031.0;16287.0;223716.0;18663.0;26.0
Netherlands;2269235.0;16204.0;236198.0;18695.0;32.0
Netherlands;2283083.0;13848.0;246422.0;18728.0;33.0
Netherlands;2295107.0;12024.0;254764.0;18734.0;6.0
Netherlands;2314304.0;19197.0;270249.0;18750.0;16.0
Netherlands;2334472.0;20168.0;286726.0;18785.0;35.0
Netherlands;2355232.0;20760.0;304123.0;18829.0;44.0
Netherlands;2378823.0;23591.0;323829.0;18863.0;34.0
Netherlands;2399849.0;21026.0;340278.0;18900.0;37.0
Netherlands;2421643.0;21794.0;356859.0;18955.0;55.0
Netherlands;2442286.0;20643.0;371678.0;18966.0;11.0
Netherlands;2465288.0;23002.0;388986.0;18995.0;29.0
Netherlands;2488244.0;22956.0;405628.0;19048.0;53.0
Netherlands;2511953.0;23709.0;424044.0;19098.0;50.0
Netherlands;2534137.0;22184.0;440471.0;19158.0;60.0
Netherlands;2555415.0;21278.0;454490.0;19217.0;59.0
Netherlands;2577446.0;22031.0;468842.0;19272.0;55.0
Netherlands;2599579.0;22133.0;483596.0;19317.0;45.0
Netherlands;2621022.0;21443.0;497110.0;19349.0;32.0
Netherlands;2643176.0;22154.0;511059.0;19414.0;65.0
Netherlands;2661691.0;18515.0;521900.0;19459.0;45.0
Netherlands;2684734.0;23043.0;537196.0;19524.0;65.0
Netherlands;2706263.0;21529.0;549619.0;19586.0;62.0
Netherlands;2728876.0;22613.0;562024.0;19642.0;56.0
Netherlands;2751954.0;23078.0;574221.0;19668.0;26.0
Netherlands;2772919.0;20965.0;583224.0;19702.0;34.0
Netherlands;2790830.0;17911.0;589752.0;19770.0;68.0
Netherlands;2808892.0;18062.0;596006.0;19842.0;72.0
Netherlands;2828655.0;19763.0;604482.0;19919.0;77.0
Netherlands;2846126.0;17471.0;609297.0;20004.0;85.0
Netherlands;2863838.0;17712.0;610737.0;20074.0;70.0
Netherlands;2880426.0;16588.0;611153.0;20112.0;38.0
Netherlands;2894209.0;13783.0;611098.0;20140.0;28.0
Netherlands;2906969.0;12760.0;611788.0;20214.0;74.0
Netherlands;2920438.0;13469.0;606093.0;20255.0;41.0
Netherlands;2936761.0;16323.0;602234.0;20310.0;55.0
Netherlands;2952128.0;15367.0;596836.0;20370.0;60.0
Netherlands;2966744.0;14616.0;587871.0;20420.0;50.0
Netherlands;2980003.0;13259.0;580106.0;20468.0;48.0
Netherlands;2992157.0;12154.0;570478.0;20504.0;36.0
Netherlands;3001461.0;9304.0;559145.0;20534.0;30.0
Netherlands;3014805.0;13344.0;549470.0;20581.0;47.0
Netherlands;3028137.0;13332.0;539853.0;20621.0;40.0
Netherlands;3040560.0;12423.0;528567.0;20661.0;40.0
Netherlands;3053124.0;12564.0;518943.0;20705.0;44.0
Netherlands;3065010.0;11886.0;509584.0;20716.0;11.0
Netherlands;3076442.0;11432.0;498984.0;20728.0;12.0
Netherlands;3085553.0;9111.0;485899.0;20803.0;75.0
Netherlands;3101261.0;15708.0;480190.0;20852.0;49.0
Netherlands;3116039.0;14778.0;472823.0;20892.0;40.0
Netherlands;3132745.0;16706.0;471022.0;20924.0;32.0
Netherlands;3148315.0;15570.0;463554.0;20951.0;27.0
Netherlands;3165793.0;17478.0;459524.0;20957.0;6.0
Netherlands;3180329.0;14536.0;451439.0;20971.0;14.0
Netherlands;3198835.0;18506.0;446862.0;20990.0;19.0
Netherlands;3223325.0;24490.0;450367.0;21029.0;39.0
Nigeria;174.0;39.0;163.0;2.0;0.0
Nigeria;184.0;10.0;162.0;2.0;0.0
Nigeria;210.0;26.0;181.0;4.0;2.0
Nigeria;214.0;4.0;185.0;4.0;0.0
Nigeria;232.0;18.0;194.0;5.0;1.0
Nigeria;238.0;6.0;198.0;5.0;0.0
Nigeria;254.0;16.0;204.0;6.0;1.0
Nigeria;276.0;22.0;226.0;6.0;0.0
Nigeria;288.0;12.0;230.0;7.0;1.0
Nigeria;305.0;17.0;240.0;7.0;0.0
Nigeria;318.0;13.0;238.0;10.0;3.0
Nigeria;323.0;5.0;228.0;10.0;0.0
Nigeria;343.0;20.0;242.0;10.0;0.0
Nigeria;373.0;30.0;263.0;11.0;1.0
Nigeria;407.0;34.0;267.0;12.0;1.0
Nigeria;442.0;35.0;277.0;13.0;1.0
Nigeria;493.0;51.0;317.0;17.0;4.0
Nigeria;542.0;49.0;357.0;19.0;2.0
Nigeria;627.0;85.0;436.0;21.0;2.0
Nigeria;665.0;38.0;455.0;22.0;1.0
Nigeria;782.0;117.0;560.0;25.0;3.0
Nigeria;873.0;91.0;648.0;28.0;3.0
Nigeria;981.0;108.0;753.0;31.0;3.0
Nigeria;1095.0;114.0;855.0;32.0;1.0
Nigeria;1182.0;87.0;925.0;35.0;3.0
Nigeria;1273.0;91.0;994.0;40.0;5.0
Nigeria;1337.0;64.0;1042.0;40.0;0.0
Nigeria;1532.0;195.0;1233.0;44.0;4.0
Nigeria;1728.0;196.0;1370.0;51.0;7.0
Nigeria;1932.0;204.0;1555.0;58.0;7.0
Nigeria;2170.0;238.0;1751.0;68.0;10.0
Nigeria;2388.0;218.0;1952.0;85.0;17.0
Nigeria;2558.0;170.0;2071.0;87.0;2.0
Nigeria;2802.0;244.0;2292.0;93.0;6.0
Nigeria;2950.0;148.0;2371.0;98.0;5.0
Nigeria;3145.0;195.0;2508.0;103.0;5.0
Nigeria;3526.0;381.0;2818.0;107.0;4.0
Nigeria;3912.0;386.0;3116.0;117.0;10.0
Nigeria;4151.0;239.0;3278.0;128.0;11.0
Nigeria;4399.0;248.0;3478.0;143.0;15.0
Nigeria;4641.0;242.0;3589.0;150.0;7.0
Nigeria;4787.0;146.0;3670.0;158.0;8.0
Nigeria;4971.0;184.0;3737.0;164.0;6.0
Nigeria;5162.0;191.0;3815.0;167.0;3.0
Nigeria;5445.0;283.0;3954.0;171.0;4.0
Nigeria;5621.0;176.0;3973.0;176.0;5.0
Nigeria;5959.0;338.0;4183.0;182.0;6.0
Nigeria;6175.0;216.0;4340.0;191.0;9.0
Nigeria;6401.0;226.0;4475.0;192.0;1.0
Nigeria;6677.0;276.0;4637.0;200.0;8.0
Nigeria;7016.0;339.0;4898.0;211.0;11.0
Nigeria;7261.0;245.0;5033.0;221.0;10.0
Nigeria;7526.0;265.0;5131.0;221.0;0.0
Nigeria;7839.0;313.0;5350.0;226.0;5.0
Nigeria;8068.0;229.0;5524.0;233.0;7.0
Nigeria;8344.0;276.0;5710.0;249.0;16.0
Nigeria;8733.0;389.0;5978.0;254.0;5.0
Nigeria;8915.0;182.0;6064.0;259.0;5.0
Nigeria;9302.0;387.0;6344.0;261.0;2.0
Nigeria;9855.0;553.0;6726.0;273.0;12.0
Nigeria;10162.0;307.0;6868.0;287.0;14.0
Nigeria;10578.0;416.0;7157.0;299.0;12.0
Nigeria;10819.0;241.0;7265.0;314.0;15.0
Nigeria;11166.0;347.0;7522.0;315.0;1.0
Nigeria;11516.0;350.0;7658.0;323.0;8.0
Nigeria;11844.0;328.0;7815.0;333.0;10.0
Nigeria;12233.0;389.0;8065.0;342.0;9.0
Nigeria;12486.0;253.0;8173.0;354.0;12.0
Nigeria;12801.0;315.0;8400.0;361.0;7.0
Nigeria;13464.0;663.0;8893.0;365.0;4.0
Nigeria;13873.0;409.0;9140.0;382.0;17.0
Nigeria;14554.0;681.0;9673.0;387.0;5.0
Nigeria;15181.0;627.0;9891.0;399.0;12.0
Nigeria;15682.0;501.0;10174.0;407.0;8.0
Nigeria;16085.0;403.0;10445.0;420.0;13.0
Nigeria;16658.0;573.0;10885.0;424.0;4.0
Nigeria;17148.0;490.0;11070.0;455.0;31.0
Nigeria;17735.0;587.0;11299.0;469.0;14.0
Nigeria;18480.0;745.0;11698.0;475.0;6.0
Nigeria;19147.0;667.0;12079.0;487.0;12.0
Nigeria;19808.0;661.0;12584.0;506.0;19.0
Nigeria;20244.0;436.0;12847.0;518.0;12.0
Nigeria;20919.0;675.0;13285.0;525.0;7.0
Nigeria;21371.0;452.0;13500.0;533.0;8.0
Nigeria;22020.0;649.0;13865.0;542.0;9.0
Nigeria;22614.0;594.0;14243.0;549.0;7.0
Nigeria;23298.0;684.0;14491.0;554.0;5.0
Nigeria;24077.0;779.0;14894.0;558.0;4.0
Nigeria;24567.0;490.0;14995.0;565.0;7.0
Nigeria;25133.0;566.0;15158.0;573.0;8.0
Nigeria;25694.0;561.0;15358.0;590.0;17.0
Nigeria;26484.0;790.0;15729.0;603.0;13.0
Nigeria;27110.0;626.0;15693.0;616.0;13.0
Nigeria;27564.0;454.0;15867.0;628.0;12.0
Nigeria;28167.0;603.0;16071.0;634.0;6.0
Nigeria;28711.0;544.0;16401.0;645.0;11.0
Nigeria;29286.0;575.0;16804.0;654.0;9.0
Nigeria;29789.0;503.0;17012.0;669.0;15.0
Nigeria;30249.0;460.0;17192.0;684.0;15.0
Nigeria;30748.0;499.0;17513.0;689.0;5.0
Nigeria;31323.0;575.0;17819.0;709.0;20.0
Nigeria;31987.0;664.0;18160.0;724.0;15.0
Nigeria;32558.0;571.0;18371.0;740.0;16.0
Nigeria;33153.0;595.0;18738.0;744.0;4.0
Nigeria;33616.0;463.0;19070.0;754.0;10.0
Nigeria;34259.0;643.0;19500.0;760.0;6.0
Nigeria;34854.0;595.0;19793.0;769.0;9.0
Nigeria;35454.0;600.0;20049.0;772.0;3.0
Nigeria;36107.0;653.0;20391.0;778.0;6.0
Nigeria;36663.0;556.0;20769.0;789.0;11.0
Nigeria;37225.0;562.0;21091.0;801.0;12.0
Nigeria;37801.0;576.0;21319.0;805.0;4.0
Nigeria;38344.0;543.0;21716.0;813.0;8.0
Nigeria;38948.0;604.0;22054.0;833.0;20.0
Nigeria;39539.0;591.0;22135.0;845.0;12.0
Nigeria;39977.0;438.0;22173.0;856.0;11.0
Nigeria;40532.0;555.0;22300.0;858.0;2.0
Nigeria;41180.0;648.0;22117.0;860.0;2.0
Nigeria;41804.0;624.0;22172.0;868.0;8.0
Nigeria;42208.0;404.0;22331.0;873.0;5.0
Nigeria;42689.0;481.0;22541.0;878.0;5.0
Nigeria;43151.0;462.0;22707.0;879.0;1.0
Nigeria;43537.0;386.0;22567.0;883.0;4.0
Nigeria;43841.0;304.0;22645.0;888.0;5.0
Nigeria;44129.0;288.0;22570.0;896.0;8.0
Nigeria;44433.0;304.0;11672.0;910.0;14.0
Nigeria;44890.0;457.0;11798.0;927.0;17.0
Nigeria;45244.0;354.0;11884.0;930.0;3.0
Nigeria;45687.0;443.0;12114.0;936.0;6.0
Nigeria;46140.0;453.0;12154.0;942.0;6.0
Nigeria;46577.0;437.0;12446.0;945.0;3.0
Nigeria;46867.0;290.0;12571.0;950.0;5.0
Nigeria;47290.0;423.0;12725.0;956.0;6.0
Nigeria;47743.0;453.0;12844.0;956.0;0.0
Nigeria;48116.0;373.0;12841.0;966.0;10.0
Nigeria;48445.0;329.0;11474.0;973.0;7.0
Nigeria;48770.0;325.0;11506.0;974.0;1.0
Nigeria;49068.0;298.0;11596.0;975.0;1.0
Nigeria;49485.0;417.0;11674.0;977.0;2.0
Nigeria;49895.0;410.0;11863.0;981.0;4.0
Nigeria;50488.0;593.0;12199.0;985.0;4.0
Nigeria;50964.0;476.0;12403.0;992.0;7.0
Nigeria;51304.0;340.0;12423.0;996.0;4.0
Nigeria;51905.0;601.0;12141.0;997.0;1.0
Nigeria;52227.0;322.0;12280.0;1002.0;5.0
Nigeria;52548.0;321.0;12287.0;1004.0;2.0
Nigeria;52800.0;252.0;11829.0;1007.0;3.0
Nigeria;53021.0;221.0;11730.0;1010.0;3.0
Nigeria;53317.0;296.0;11580.0;1011.0;1.0
Nigeria;53477.0;160.0;11449.0;1011.0;0.0
Nigeria;53727.0;250.0;11402.0;1011.0;0.0
Nigeria;53865.0;138.0;11339.0;1013.0;2.0
Nigeria;54008.0;143.0;11357.0;1013.0;0.0
Nigeria;54247.0;239.0;11214.0;1023.0;10.0
Nigeria;54463.0;216.0;10997.0;1027.0;4.0
Nigeria;54587.0;124.0;10912.0;1048.0;21.0
Nigeria;54743.0;156.0;10876.0;1051.0;3.0
Nigeria;54905.0;162.0;10929.0;1054.0;3.0
Nigeria;55005.0;100.0;10935.0;1057.0;3.0
Nigeria;55160.0;155.0;10868.0;1061.0;4.0
Nigeria;55456.0;296.0;11055.0;1067.0;6.0
Nigeria;55632.0;176.0;10952.0;1070.0;3.0
Nigeria;55829.0;197.0;10944.0;1075.0;5.0
Nigeria;56017.0;188.0;10943.0;1076.0;1.0
Nigeria;56177.0;160.0;11011.0;1078.0;2.0
Nigeria;56256.0;79.0;11022.0;1082.0;4.0
Nigeria;56388.0;132.0;10968.0;1083.0;1.0
Nigeria;56478.0;90.0;10960.0;1088.0;5.0
Nigeria;56604.0;126.0;7641.0;1091.0;3.0
Nigeria;56735.0;131.0;7550.0;1093.0;2.0
Nigeria;56956.0;221.0;7557.0;1094.0;1.0
Nigeria;57145.0;189.0;7619.0;1095.0;1.0
Nigeria;57242.0;97.0;7575.0;1098.0;3.0
Nigeria;57437.0;195.0;7663.0;1100.0;2.0
Nigeria;57613.0;176.0;7677.0;1100.0;0.0
Nigeria;57724.0;111.0;7637.0;1102.0;2.0
Nigeria;57849.0;125.0;7649.0;1102.0;0.0
Nigeria;58062.0;213.0;7353.0;1103.0;1.0
Nigeria;58198.0;136.0;7370.0;1106.0;3.0
Nigeria;58324.0;126.0;7422.0;1108.0;2.0
Nigeria;58460.0;136.0;7454.0;1111.0;3.0
Nigeria;58647.0;187.0;7599.0;1111.0;0.0
Nigeria;58848.0;201.0;7378.0;1112.0;1.0
Nigeria;59001.0;153.0;7437.0;1112.0;0.0
Nigeria;59127.0;126.0;7422.0;1112.0;0.0
Nigeria;59287.0;160.0;7456.0;1113.0;1.0
Nigeria;59345.0;58.0;7464.0;1113.0;0.0
Nigeria;59465.0;120.0;7401.0;1113.0;0.0
Nigeria;59583.0;118.0;7162.0;1113.0;0.0
Nigeria;59738.0;155.0;7222.0;1113.0;0.0
Nigeria;59841.0;103.0;7177.0;1113.0;0.0
Nigeria;59992.0;151.0;7265.0;1113.0;0.0
Nigeria;60103.0;111.0;7277.0;1115.0;2.0
Nigeria;60266.0;163.0;7416.0;1115.0;0.0
Nigeria;60430.0;164.0;7372.0;1115.0;0.0
Nigeria;60655.0;225.0;7533.0;1116.0;1.0
Nigeria;60834.0;179.0;7575.0;1116.0;0.0
Nigeria;60982.0;148.0;7672.0;1116.0;0.0
Nigeria;61194.0;212.0;7771.0;1119.0;3.0
Nigeria;61307.0;113.0;3627.0;1123.0;4.0
Nigeria;61440.0;133.0;3704.0;1125.0;2.0
Nigeria;61558.0;118.0;3736.0;1125.0;0.0
Nigeria;61630.0;72.0;3708.0;1125.0;0.0
Nigeria;61667.0;37.0;3662.0;1125.0;0.0
Nigeria;61805.0;138.0;3693.0;1127.0;2.0
Nigeria;61882.0;77.0;3563.0;1129.0;2.0
Nigeria;61930.0;48.0;3516.0;1129.0;0.0
Nigeria;61992.0;62.0;3397.0;1130.0;1.0
Nigeria;62111.0;119.0;3408.0;1132.0;2.0
Nigeria;62224.0;113.0;3173.0;1135.0;3.0
Nigeria;62371.0;147.0;3137.0;1139.0;4.0
Nigeria;62521.0;150.0;3131.0;1141.0;2.0
Nigeria;62691.0;170.0;3117.0;1144.0;3.0
Nigeria;62853.0;162.0;3034.0;1144.0;0.0
Nigeria;62964.0;111.0;3028.0;1146.0;2.0
Nigeria;63036.0;72.0;2561.0;1147.0;1.0
Nigeria;63173.0;137.0;2388.0;1151.0;4.0
Nigeria;63328.0;155.0;2499.0;1154.0;3.0
Nigeria;63508.0;180.0;2606.0;1154.0;0.0
Nigeria;63731.0;223.0;2733.0;1154.0;0.0
Nigeria;63790.0;59.0;2752.0;1154.0;0.0
Nigeria;64090.0;300.0;3026.0;1154.0;0.0
Nigeria;64184.0;94.0;2957.0;1158.0;4.0
Nigeria;64336.0;152.0;2843.0;1160.0;2.0
Nigeria;64516.0;180.0;2617.0;1162.0;2.0
Nigeria;64728.0;212.0;2776.0;1162.0;0.0
Nigeria;64884.0;156.0;2785.0;1163.0;1.0
Nigeria;64996.0;112.0;2804.0;1163.0;0.0
Nigeria;65148.0;152.0;2912.0;1163.0;0.0
Nigeria;65305.0;157.0;2980.0;1163.0;0.0
Nigeria;65457.0;152.0;2957.0;1163.0;0.0
Nigeria;65693.0;236.0;3073.0;1163.0;0.0
Nigeria;65839.0;146.0;3101.0;1165.0;2.0
Nigeria;65982.0;143.0;3035.0;1165.0;0.0
Nigeria;66228.0;246.0;3178.0;1166.0;1.0
Nigeria;66383.0;155.0;3140.0;1167.0;1.0
Nigeria;66439.0;56.0;3030.0;1168.0;1.0
Nigeria;66607.0;168.0;3127.0;1169.0;1.0
Nigeria;66805.0;198.0;3143.0;1169.0;0.0
Nigeria;66974.0;169.0;3220.0;1169.0;0.0
Nigeria;67220.0;246.0;3363.0;1171.0;2.0
Nigeria;67330.0;110.0;3340.0;1171.0;0.0
Nigeria;67412.0;82.0;3184.0;1173.0;2.0
Nigeria;67557.0;145.0;3102.0;1173.0;0.0
Nigeria;67838.0;281.0;3232.0;1176.0;3.0
Nigeria;67960.0;122.0;2944.0;1177.0;1.0
Nigeria;68303.0;343.0;2833.0;1179.0;2.0
Nigeria;68627.0;324.0;2981.0;1179.0;0.0
Nigeria;68937.0;310.0;3107.0;1180.0;1.0
Nigeria;69255.0;318.0;3301.0;1180.0;0.0
Nigeria;69645.0;390.0;3517.0;1181.0;1.0
Nigeria;70195.0;550.0;3903.0;1182.0;1.0
Nigeria;70669.0;474.0;4243.0;1184.0;2.0
Nigeria;71344.0;675.0;4680.0;1190.0;6.0
Nigeria;72140.0;796.0;5228.0;1190.0;0.0
Nigeria;72757.0;617.0;5713.0;1194.0;4.0
Nigeria;73175.0;418.0;5888.0;1197.0;3.0
Nigeria;73374.0;199.0;5863.0;1197.0;0.0
Nigeria;74132.0;758.0;6438.0;1200.0;3.0
Nigeria;75062.0;930.0;7087.0;1200.0;0.0
Nigeria;76207.0;1145.0;7896.0;1201.0;1.0
Nigeria;77013.0;806.0;8317.0;1212.0;11.0
Nigeria;77933.0;920.0;8931.0;1218.0;6.0
Nigeria;78434.0;501.0;8910.0;1221.0;3.0
Nigeria;78790.0;356.0;9070.0;1227.0;6.0
Nigeria;79789.0;999.0;9679.0;1231.0;4.0
Nigeria;80922.0;1133.0;10412.0;1236.0;5.0
Nigeria;81963.0;1041.0;11070.0;1242.0;6.0
Nigeria;82747.0;784.0;11253.0;1246.0;4.0
Nigeria;83576.0;829.0;11834.0;1247.0;1.0
Nigeria;84414.0;838.0;12126.0;1254.0;7.0
Nigeria;84811.0;397.0;12190.0;1264.0;10.0
Nigeria;85560.0;749.0;12356.0;1267.0;3.0
Nigeria;86576.0;1016.0;11976.0;1278.0;11.0
Nigeria;87607.0;1031.0;12605.0;1289.0;11.0
Nigeria;88587.0;980.0;12920.0;1294.0;5.0
Nigeria;89163.0;576.0;13072.0;1302.0;8.0
Nigeria;90080.0;917.0;13725.0;1311.0;9.0
Nigeria;91351.0;1271.0;14334.0;1318.0;7.0
Nigeria;92705.0;1354.0;14990.0;1319.0;1.0
Nigeria;94369.0;1664.0;15746.0;1324.0;5.0
Nigeria;95934.0;1565.0;16622.0;1330.0;6.0
Nigeria;97478.0;1544.0;17584.0;1342.0;12.0
Nigeria;99063.0;1585.0;18296.0;1350.0;8.0
Nigeria;100087.0;1024.0;18699.0;1358.0;8.0
Nigeria;101331.0;1244.0;19479.0;1361.0;3.0
Nigeria;102601.0;1270.0;19654.0;1373.0;12.0
Nigeria;103999.0;1398.0;20062.0;1382.0;9.0
Nigeria;105478.0;1479.0;20243.0;1405.0;23.0
Nigeria;107345.0;1867.0;21397.0;1413.0;8.0
Nigeria;108943.0;1598.0;22156.0;1420.0;7.0
Nigeria;110387.0;1444.0;19635.0;1435.0;15.0
Nigeria;112004.0;1617.0;20616.0;1449.0;14.0
Nigeria;113305.0;1301.0;20641.0;1464.0;15.0
Nigeria;114691.0;1386.0;20877.0;1478.0;14.0
Nigeria;116655.0;1964.0;21524.0;1485.0;7.0
Nigeria;118969.0;2314.0;22595.0;1497.0;12.0
Nigeria;120602.0;1633.0;23199.0;1502.0;5.0
Nigeria;121566.0;964.0;22834.0;1504.0;2.0
Nigeria;122996.0;1430.0;23130.0;1507.0;3.0
Nigeria;124299.0;1303.0;23501.0;1522.0;15.0
Nigeria;126160.0;1861.0;24252.0;1543.0;21.0
Nigeria;127560.0;1400.0;24499.0;1550.0;7.0
Nigeria;128674.0;1114.0;24317.0;1577.0;27.0
Nigeria;130557.0;1883.0;25267.0;1578.0;1.0
Nigeria;131242.0;685.0;24667.0;1586.0;8.0
Nigeria;131918.0;676.0;24036.0;1607.0;21.0
Nigeria;133552.0;1634.0;24388.0;1613.0;6.0
Nigeria;134690.0;1138.0;24415.0;1618.0;5.0
Nigeria;136030.0;1340.0;23949.0;1632.0;14.0
Nigeria;137654.0;1624.0;24374.0;1641.0;9.0
Nigeria;139242.0;1588.0;25038.0;1647.0;6.0
Nigeria;139748.0;506.0;24556.0;1667.0;20.0
Nigeria;140391.0;643.0;24083.0;1673.0;6.0
Nigeria;141447.0;1056.0;23998.0;1694.0;21.0
Nigeria;142578.0;1131.0;23929.0;1702.0;8.0
Nigeria;143516.0;938.0;23794.0;1710.0;8.0
Nigeria;144521.0;1005.0;23921.0;1734.0;24.0
Nigeria;145664.0;1143.0;23518.0;1747.0;13.0
Nigeria;146354.0;690.0;23408.0;1753.0;6.0
Nigeria;146928.0;574.0;22158.0;1761.0;8.0
Nigeria;148500.0;1572.0;21798.0;1779.0;18.0
Nigeria;149369.0;869.0;21860.0;1787.0;8.0
Nigeria;150246.0;877.0;22026.0;1803.0;16.0
Nigeria;150908.0;662.0;21571.0;1813.0;10.0
Nigeria;151553.0;645.0;21717.0;1831.0;18.0
Nigeria;152074.0;521.0;21616.0;1839.0;8.0
Nigeria;152616.0;542.0;21454.0;1862.0;23.0
Nigeria;153187.0;571.0;21370.0;1874.0;12.0
Nigeria;153842.0;655.0;21139.0;1885.0;11.0
Nigeria;154476.0;634.0;20886.0;1891.0;6.0
Nigeria;155076.0;600.0;20630.0;1902.0;11.0
Nigeria;155417.0;341.0;20256.0;1905.0;3.0
Nigeria;155657.0;240.0;19982.0;1907.0;2.0
Nigeria;156017.0;360.0;20198.0;1915.0;8.0
Nigeria;156496.0;479.0;20022.0;1923.0;8.0
Nigeria;156960.0;464.0;19209.0;1939.0;16.0
Nigeria;157671.0;711.0;19385.0;1951.0;12.0
Nigeria;158042.0;371.0;19063.0;1954.0;3.0
Nigeria;158237.0;195.0;18628.0;1964.0;10.0
Nigeria;158506.0;269.0;18647.0;1969.0;5.0
Nigeria;158906.0;400.0;18422.0;1982.0;13.0
Nigeria;159252.0;346.0;18208.0;1988.0;6.0
Nigeria;159646.0;394.0;17670.0;1993.0;5.0
Nigeria;159933.0;287.0;15528.0;2001.0;8.0
Nigeria;160332.0;399.0;14264.0;2009.0;8.0
Nigeria;160537.0;205.0;13810.0;2013.0;4.0
Nigeria;160657.0;120.0;13245.0;2013.0;0.0
Nigeria;160895.0;238.0;13127.0;2016.0;3.0
Nigeria;161074.0;179.0;12984.0;2018.0;2.0
Nigeria;161274.0;200.0;12783.0;2027.0;9.0
Nigeria;161409.0;135.0;12492.0;2027.0;0.0
Nigeria;161539.0;130.0;11931.0;2027.0;0.0
Nigeria;161651.0;112.0;11846.0;2030.0;3.0
Nigeria;161737.0;86.0;11808.0;2030.0;0.0
Nigeria;161868.0;131.0;11713.0;2030.0;0.0
Nigeria;162076.0;208.0;11515.0;2031.0;1.0
Nigeria;162178.0;102.0;11421.0;2031.0;0.0
Nigeria;162275.0;97.0;10357.0;2036.0;5.0
Nigeria;162388.0;113.0;10363.0;2039.0;3.0
Nigeria;162489.0;101.0;10243.0;2041.0;2.0
Nigeria;162593.0;104.0;10237.0;2048.0;7.0
Nigeria;162641.0;48.0;10126.0;2049.0;1.0
Nigeria;162762.0;121.0;9173.0;2057.0;8.0
Nigeria;162891.0;129.0;9186.0;2057.0;0.0
Nigeria;162997.0;106.0;9231.0;2058.0;1.0
Nigeria;163063.0;66.0;9170.0;2058.0;0.0
Nigeria;163113.0;50.0;9202.0;2058.0;0.0
Nigeria;163195.0;82.0;9139.0;2058.0;0.0
Nigeria;163330.0;135.0;9227.0;2058.0;0.0
Nigeria;163388.0;58.0;7700.0;2058.0;0.0
Nigeria;163498.0;110.0;7652.0;2058.0;0.0
Nigeria;163581.0;83.0;7518.0;2058.0;0.0
Nigeria;163652.0;71.0;7520.0;2059.0;1.0
Nigeria;163736.0;84.0;7578.0;2060.0;1.0
Nigeria;163799.0;63.0;7632.0;2060.0;0.0
Nigeria;163837.0;38.0;7599.0;2061.0;1.0
Nigeria;163911.0;74.0;7625.0;2061.0;0.0
Nigeria;164000.0;89.0;7669.0;2061.0;0.0
Nigeria;164080.0;80.0;7734.0;2061.0;0.0
Nigeria;164147.0;67.0;7782.0;2061.0;0.0
