2,16536676862439
2,17318268071425
2,17472714238518
2,1669424315403
2,16224664403912
2,16694243154029
2,17472714238513
2,18252745385869
2,16850249383299
2,16536676862403
2,16382230695458
2,17004695550376
2,17006255612701
2,16694243154049
2,16382230695486
2,16692683091737
2,1669424315403
2,16692683091675
2,16848689321052
2,17160701779744
2,16692683091713
2,17475834363125
2,16851809445639
2,17472714238543
2,17628720467954
2,16692683091713
2,17472714238515
2,1622778452854
2,16848689321043
2,18722324136843
2,17162261842028
2,16694243153968
2,17474274300837
2,16694243154006
2,1544933785516
2,17472714238516
2,16224664403897
2,1716226184202
2,1778628675969
2,17004695550351
2,17006255612701
2,17163821904344
2,17006255612702
2,15288650715157
2,16694243154049
2,16380670633166
2,16692683091714
2,15603785009153
2,16224664403912
2,16694243154006
2,16848689321044
2,16848689321043
2,16694243154006
2,16380670633178
2,16692683091674
2,17318268071417
2,16702043465519
2,16848689321043
2,16224664403882
2,16536676862447
2,1716226184205
2,16692683091715
2,17474274300837
2,16536676862434
2,16385350820024
2,16536676862403
2,16536676862433
2,17940732926839
2,16068658174695
2,16538236924734
2,17162261842041
2,16697363278555
2,17004695550375
2,16382230695486
2,16382230695457
2,17630280530253
2,15912651945461
2,17475834363131
2,16692683091713
2,16538236924739
2,17162261842061
2,16538236924758
2,1622622446619
2,17007815674995
2,1653979698702
2,16227784528512
2,16850249383347
2,16850249383336
2,16380670633141
2,17160701779756
2,16536676862447
2,16538236924769
2,1778940688428
2,16848689321006
2,17162261842061
2,16538236924726
2,16382230695439
2,16694243154029
2,16692683091674
2,17004695550388
2,16850249383345
2,16695803216343
2,16848689321006
2,16692683091732
2,16070218236987
2,16068658174689
2,1669580321629
2,16695803216323
2,17006255612681
2,16226224466248
2,16539796986989
2,17006255612701
2,17472714238518
2,16692683091736
2,17004695550351
2,17160701779756
2,16848689321006
2,17004695550375
2,15914212007791
2,17162261842026
2,17628720467924
2,16692683091704
2,16226224466248
2,17318268071387
2,16224664403921
2,16382230695486
2,16848689321052
2,16848689321006
2,17786286759693
2,17318268071417
2,17630280530251
2,16226224466233
2,16068658174689
2,17160701779756
2,16850249383338
2,17004695550329
2,1622466440392
2,16848689321006
2,16382230695486
2,17006255612693
2,17472714238515
2,17006255612669
2,16694243154049
2,16539796987062
2,17477394425426
2,16536676862447
2,16383790757779
2,16850249383337
2,16380670633166
2,16694243154006
2,16536676862465
2,17628720467926
2,15759792251999
2,16382230695471
2,15912651945516
2,16536676862438
2,16692683091714
2,16692683091737
2,16848689321044
2,17319828133681
2,1622466440392
2,17004695550387
2,16382230695474
2,16848689321058
2,168502493833
2,16224664403921
2,16380670633178
2,16380670633178
2,15914212007808
2,16539796987062
2,17160701779726
2,16536676862477
2,16536676862433
2,16224664403927
2,17004695550375
2,16536676862403
2,17472714238515
2,16536676862433
2,16848689321006
2,18096739156358
2,17474274300812
2,16692683091737
2,16536676862447
2,17472714238518
2,17160701779747
2,16536676862439
2,16694243154007
2,16070218236972
2,16382230695471
2,16383790757764
2,17162261842037
2,17007815674995
2,1638223069547
2,16850249383378
2,16850249383351
2,16380670633178
2,16692683091675
2,17160701779756
2,17004695550376
2,18252745385853
2,16539796987027
2,16848689321049
2,17006255612669
2,168502493833
2,16380670633181
2,16226224466219
2,16224664403921
2,16848689321053
2,17004695550375
2,16850249383345
2,17162261842061
2,16848689321053
2,15758232189671
2,17628720467971
2,16539796987019
2,16692683091713
2,16382230695471
2,17007815674988
2,1606865817469
2,16694243154006
2,17004695550394
2,16382230695471
2,16695803216262
2,16382230695464
2,16385350820057
2,16850249383347
2,17160701779734
2,16383790757751
2,17316708009093
2,16382230695471
2,16226224466212
2,17316708009093
2,16692683091713
2,16536676862441
2,16692683091704
2,16851809445645
2,16224664403904
2,16382230695477
2,16224664403927
2,17004695550329
2,16848689321049
2,17784726697396
2,16383790757764
2,17166942028933
2,16380670633178
2,17162261842037
2,1638067063316
2,1716226184202
2,16538236924769
2,16536676862465
2,16382230695476
2,16850249383346
2,16070218236981
2,16382230695473
2,1669424315405
2,16380670633178
2,17162261842027
2,16848689321052
2,16694243154045
2,16850249383336
2,16382230695471
2,17475834363131
2,17163821904331
2,17786286759693
2,17472714238515
2,16382230695482
2,16070218237016
2,17942292989166
2,16694243153968
2,17004695550367
2,17006255612687
2,16226224466243
2,16850249383338
2,1653823692474
2,17162261842037
2,16382230695482
2,16851809445677
2,15602224946871
2,17630280530257
2,15912651945516
2,17784726697396
2,17004695550367
2,17628720467915
2,16694243154006
2,16068658174689
2,16383790757775
2,15912651945463
2,16694243154006
2,16850249383336
2,16692683091675
2,17319828133711
2,16848689321054
2,16538236924696
2,16848689321053
2,17160701779733
2,15605345071455
2,17787846821985
2,17474274300812
2,16850249383338
2,17006255612693
2,17318268071387
2,1653823692474
2,17474274300839
2,17316708009123
2,16226224466243
2,17004695550375
2,17628720467924
2,16536676862447
2,17004695550369
2,16694243154006
2,16536676862433
2,16850249383345
2,16692683091704
